Date,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
2018-03-21,-0.03360524659487316,-3.946207302067148e-05,-3.906323558114339e-05,-3.900997002727194e-05,-0.3630635850167786,-3.902993511591004e-05
2018-05-02,-0.026589568349155105,-3.5988981974987145e-05,-3.571588842595674e-05,-3.562502105798321e-05,-0.3519082343940608,-3.564406435421929e-05
2018-06-13,-0.05967318363351659,-3.311243969125377e-05,-3.2810849849182366e-05,-3.2767663694188413e-05,-0.25013686082814585,-3.2785052939188845e-05
2018-08-01,-0.05897679102270428,-3.390797955053689e-05,-3.3582368015972254e-05,-3.354128894449578e-05,-0.28892783325789323,-3.355976916596906e-05
2018-09-26,-0.010016170916325869,-0.00714162416201935,-0.0006245884130456205,-2.744980260415697e-05,-0.2378445207488723,-2.746413895094814e-05
2018-11-08,-0.029550953925876623,-4.050995719640605e-05,-4.0200221069701744e-05,-4.006625212027651e-05,-0.3211653752389303,-4.008738726288449e-05
2018-12-19,-0.0028175507421430925,-2.6783854525304267e-05,-2.650828901581009e-05,-2.6479904113486096e-05,-0.2540594240264212,-2.6493407244820466e-05
2019-01-30,-0.0032102310729625553,-7.759455074034989e-06,-7.685130645403296e-06,-7.674255769356886e-06,-0.08288337383568203,-7.678163742211039e-06
2019-03-20,-0.00633320776804782,-2.2566249455668098e-05,-2.234549876191889e-05,-2.2322577213942568e-05,-0.23847518255772862,-2.2334532465501283e-05
2019-05-01,-0.015073953119976861,-0.008028106384670273,-3.2771801895243006e-05,-3.272955637903655e-05,-0.3028866483486328,-3.274731018486353e-05
2019-06-19,-0.0073145015521934,-2.7044838250081043e-05,-2.6785431902405288e-05,-2.6755878877079526e-05,-0.2506426582332338,-2.6770194575516445e-05
2019-07-31,-0.011715909856543914,-2.7457677857051348e-05,-2.7214083784547677e-05,-2.717688667996171e-05,-0.2965862646684495,-2.719177995609537e-05
2019-09-18,-0.019642742561986958,-0.004429998988321454,-1.2991382569036005e-05,-1.2971293598084075e-05,-0.1507762104544644,-1.2977695741671572e-05
2019-10-30,-0.01963891787388583,-2.2977913487443624e-05,-2.2787074798778906e-05,-2.273240675272923e-05,-0.23265079326847693,-2.2743843550613163e-05
2019-12-11,-0.00496790626449686,-0.0006045720400346666,-2.4288622027208897e-05,-2.425674129835009e-05,-0.21026379878523904,-2.4268455994792465e-05
2020-01-29,-3.199281509051545e-05,-3.198600099012233e-05,-3.167877843562317e-05,-3.162788329460374e-05,-0.338465409795817,-3.164335071074301e-05
2020-03-15,-0.0008349595716971472,-8.264990541805039e-06,-8.186743838993614e-06,-8.170974622277165e-06,-0.10822315200071655,-8.174809492319208e-06
2020-04-29,-0.02025191081981822,-1.0651125757094027e-05,-1.0572415925302103e-05,-1.0552757767655439e-05,-0.14566320177239123,-1.055791685116155e-05
2020-06-10,-0.006246595556337954,-2.132497992585016e-05,-2.114810305846379e-05,-2.1106555551681858e-05,-0.2640768704489455,-2.1117621486658362e-05
2020-07-29,-0.009243931794785687,-1.8919120331575304e-05,-1.8756841302358573e-05,-1.873349685912175e-05,-0.25822477443163466,-1.8743964209360707e-05
2020-09-16,-0.025878161906383985,-2.317052471439863e-05,-2.3030042392610094e-05,-2.29393212988635e-05,-0.3115297469374791,-2.295126773108642e-05
2020-11-05,-0.01114669657724869,-2.179049231217353e-05,-2.160070839614057e-05,-2.15548874643001e-05,-0.28288443806332697,-2.1566330075210714e-05
2020-12-16,-0.0006645825619013838,-2.9517858672191038e-05,-2.9279079561510722e-05,-2.9235816136454893e-05,-0.37360237049997014,-2.925063696036878e-05
2021-01-27,-3.12055367521859e-05,-3.122176926991752e-05,-3.092795315510151e-05,-3.089580992042438e-05,-0.41459138063380524,-3.091207589900482e-05
2021-03-17,-3.582032599272469e-05,-3.580185149699457e-05,-3.5508727378594835e-05,-3.5454787460232725e-05,-0.4379171785641202,-3.547383878934704e-05
2021-04-28,-3.154738401455587e-05,-3.152874367579213e-05,-3.1313083727360585e-05,-3.124577106792796e-05,-0.3559406634247808,-3.126256834338156e-05
2021-06-16,-3.1708786012130825e-05,-3.1652507967552876e-05,-3.140664286826728e-05,-3.1361085443601935e-05,-0.3830200630622031,-3.137800896338598e-05
2021-07-28,-2.4132354637061103e-05,-2.409023337137486e-05,-2.3889879350453823e-05,-2.3860328931938303e-05,-0.33019689592901325,-2.3873356143830318e-05
2021-09-22,-2.3245348666727233e-05,-2.3257937778945028e-05,-2.3102607496013753e-05,-2.2996109196516397e-05,-0.3168486756327466,-2.3008078400829564e-05
2021-11-03,-3.0321416649964767e-05,-0.004200616959606379,-3.0124704725034816e-05,-3.0017174544383986e-05,-0.35792378542635384,-3.0032277304084253e-05
2021-12-15,-3.6647732655629806e-05,-3.6593307878920444e-05,-3.638190605077547e-05,-3.626276106681866e-05,-0.42113763111652075,-3.628013014190435e-05
2022-01-26,-3.6647732655629806e-05,-3.6593307878920444e-05,-3.638190605077547e-05,-3.626276106681866e-05,-0.42113763111652075,-3.628013014190435e-05
2022-03-16,-3.220092116445528e-05,-3.2173553479110734e-05,-3.1940082418414306e-05,-3.1904249954776174e-05,-0.3255541482813069,-3.1918625962084367e-05
2022-05-04,-1.5289855135774697e-05,-1.5282536121250537e-05,-1.5162356551068912e-05,-1.5128830805127751e-05,-0.1990190232187981,-1.513582702306816e-05
2022-06-15,-2.8909104362601884e-05,-2.8892984564599293e-05,-2.8686767251160923e-05,-2.8625982488587324e-05,-0.3247293416213817,-2.8639986651879462e-05
2022-07-27,-5.8818455380054335e-05,-2.1713800734499787e-05,-2.152163005944617e-05,-2.147841428401213e-05,-0.26962241979957496,-2.1489760432079004e-05
2022-09-21,-3.371212744604356e-05,-3.3692295159552956e-05,-3.342015063681792e-05,-3.3358952052808505e-05,-0.3702028112593612,-3.337558571384993e-05
2022-11-02,-2.197855187614561e-05,-2.1989884253678623e-05,-2.1789395026212696e-05,-2.175294961391845e-05,-0.24231496823851498,-2.176340495748442e-05
2022-12-14,-2.1791433963921854e-05,-2.1782705083898018e-05,-2.159440791247389e-05,-2.156983097037233e-05,-0.2345855595100159,-2.1579663073918866e-05
2023-02-01,-1.9986037070131068e-05,-2.0008728843044188e-05,-1.9817522992734684e-05,-1.9795113751925206e-05,-0.23404692934997554,-1.9804710781222347e-05
2023-03-22,-1.781327515693827e-05,-1.780339504493045e-05,-1.768523596161406e-05,-1.7639439237949582e-05,-0.17544332521266764,-1.7648335547992194e-05
2023-05-03,-1.76083822220691e-05,-1.7580114970384088e-05,-1.7437433288312567e-05,-1.7412383750442663e-05,-0.21287550324238502,-1.742140634669036e-05
2023-06-14,-2.650688181758678e-05,-2.6495682045920064e-05,-2.6265253408070356e-05,-2.623958676989179e-05,-0.24162648113678153,-2.625321741873639e-05
2023-07-26,-3.577394779827827e-05,-3.5756188569345124e-05,-3.541322971621652e-05,-3.5378406436905344e-05,-0.3387111692322064,-3.53978841616463e-05
2023-09-20,-2.6296748764855704e-05,-2.6299388214000026e-05,-2.605777048987944e-05,-2.6023916752123136e-05,-0.22339869635497323,-2.6037585511758884e-05
2023-11-01,-3.2381902273573625e-05,-3.234245300305461e-05,-3.20614887169472e-05,-3.20212731382878e-05,-0.304651989197925,-3.203790954206161e-05
2023-12-13,-2.1923775743305276e-05,-2.1918225596589253e-05,-2.1720194497978e-05,-2.169380008343679e-05,-0.19872144835179423,-2.1705009009605843e-05
2024-01-31,-2.987477772010996e-05,-2.9877749923084316e-05,-2.962046670375145e-05,-2.9588900825314644e-05,-0.2840044399001201,-2.9603669188487275e-05
2024-03-20,-4.126122227331689e-05,-4.125593596963418e-05,-4.088552527398977e-05,-4.08409340061678e-05,-0.3268389200382058,-4.0861501503746876e-05
2024-06-12,-3.336082109831591e-05,-3.342132242608581e-05,-3.306664925459918e-05,-3.3017033272089625e-05,-0.2731260256965653,-3.303394322212883e-05
